loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,Reason,addr_state
12000, 36 months,6.03%,A,A1,Microsoft,< 1 year,MORTGAGE,125000,Not Verified,11/1/2011,Fully Paid,Credit card consolidation,WA
4600, 36 months,6.03%,A,A1,New York Presbyterian Hospital,< 1 year,RENT,27864,Not Verified,11/1/2011,Fully Paid,Credit Cards,NY
12000, 60 months,13.49%,C,C1,FRANKEL &CHESAPEAKE CADILLAC,10+ years,MORTGAGE,63000,Source Verified,11/1/2011,Fully Paid,DEPT  LOAN,MD
12000, 36 months,6.62%,A,A2,kik custom rpoducts,< 1 year,MORTGAGE,50000,Not Verified,11/1/2011,Fully Paid,debt_consolidation loan,GA
1000, 36 months,16.29%,D,D1,mcmaster-carr,5 years,MORTGAGE,45727.2,Source Verified,11/1/2011,Fully Paid,Personal,IL
8000, 36 months,6.03%,A,A1,Manatee County,9 years,OWN,35400,Not Verified,11/1/2011,Fully Paid,Consolidation,FL
7500, 60 months,12.42%,B,B4,wynn las vegas,< 1 year,OWN,30000,Source Verified,11/1/2011,Fully Paid,Pay Off,NV
5800, 36 months,10.65%,B,B2,Lindenmeyr Munroe,1 year,RENT,27000,Not Verified,11/1/2011,Fully Paid,consolidation,PA
2400, 36 months,8.90%,A,A5,Mobac Inc,3 years,RENT,40000,Not Verified,11/1/2011,Fully Paid,investment for snow removal ,PA
20000, 60 months,11.71%,B,B3,Bank Of America,2 years,RENT,120000,Source Verified,11/1/2011,Fully Paid,New Career Loan,NY
9375, 60 months,21.67%,F,F3,united healthcare,7 years,MORTGAGE,38000,Not Verified,11/1/2011,Fully Paid,Combined bills,NV
6000, 36 months,6.03%,A,A1,Kimberly Clark Corp.,10+ years,MORTGAGE,80000,Not Verified,11/1/2011,Fully Paid,holidays,CT
24000, 60 months,12.69%,B,B5,u.p.s.,10+ years,OWN,65000,Source Verified,11/1/2011,Fully Paid,"vacation, other",TX
3825, 36 months,17.27%,D,D3,,n/a,RENT,14400,Not Verified,11/1/2011,Charged Off,Payoff,MI
10200, 36 months,12.69%,B,B5,North point Volvo ,1 year,RENT,36000,Not Verified,11/1/2011,Fully Paid,Engagement and more,AR
17500, 60 months,18.64%,E,E1,The Hartford Insurance,3 years,RENT,65000,Verified,11/1/2011,Charged Off,Conslidation,NC
9250, 36 months,7.90%,A,A4,Pocono township police department,10+ years,MORTGAGE,49200,Verified,11/1/2011,Fully Paid,Wedding,PA
21500, 36 months,6.62%,A,A2,Wren Solutions,3 years,MORTGAGE,137000,Source Verified,11/1/2011,Fully Paid,Debt Consolidation Loan,GA
4000, 36 months,14.27%,C,C2,Longmeadow animal hospital,2 years,RENT,16800,Not Verified,11/1/2011,Charged Off,help loan,MD
35000, 60 months,19.03%,E,E2,brubaker inc,3 years,MORTGAGE,85000,Verified,11/1/2011,Charged Off,bills,PA
12000, 60 months,20.30%,E,E5,Windermere,2 years,RENT,70000,Not Verified,11/1/2011,Fully Paid,Debt consolidation and credit boost,WA
3200, 36 months,10.65%,B,B2,Alameda County,3 years,RENT,44568,Source Verified,11/1/2011,Fully Paid,Car Finance,CA
4350, 36 months,6.03%,A,A1,,n/a,RENT,30000,Verified,11/1/2011,Fully Paid,Debt Consolidation,OH
5000, 36 months,7.90%,A,A4,ITC/Emerchant Club,1 year,RENT,76000,Verified,11/1/2011,Fully Paid,Bills,CA
7475, 36 months,7.90%,A,A4,Gannett Fleming,3 years,OWN,53000,Not Verified,11/1/2011,Charged Off,consolidation,FL
2800, 36 months,7.51%,A,A3,US Postal Service,10+ years,MORTGAGE,52800,Verified,11/1/2011,Charged Off,Home Repairs,CA
5300, 36 months,7.90%,A,A4,Campus Crusade for Christ,8 years,RENT,23340,Source Verified,11/1/2011,Fully Paid,Citi/Chase Card Payoff,TX
4000, 36 months,8.90%,A,A5,CVS CAREMARK Romack Inc,< 1 year,RENT,40860,Source Verified,11/1/2011,Charged Off,Personal Loan,PA
9000, 36 months,6.03%,A,A1,STATE OF GEORGIA,10+ years,MORTGAGE,35352,Not Verified,11/1/2011,Fully Paid,Home improvement,GA
8300, 60 months,14.65%,C,C3,,5 years,RENT,48000,Verified,11/1/2011,Fully Paid,Debt consolidation,OH
12000, 60 months,12.42%,B,B4,Ohio National Financial Services,5 years,RENT,33000,Source Verified,11/1/2011,Fully Paid,New start to consolidate debt,OH
16000, 36 months,6.03%,A,A1,Atos Inc,7 years,MORTGAGE,110000,Source Verified,11/1/2011,Fully Paid,2011 GulfStream Sunchaser 34' ,OH
25000, 60 months,18.25%,D,D5,Federal Aviation Administration,6 years,MORTGAGE,80000,Verified,11/1/2011,Fully Paid,Debt Pay Off,KS
15000, 36 months,9.91%,B,B1,Vive Inc.,3 years,RENT,50000,Not Verified,11/1/2011,Fully Paid,Other,WI
20000, 60 months,11.71%,B,B3,boeing,4 years,MORTGAGE,65000,Verified,11/1/2011,Charged Off,1969 lemans ,WA
2500, 36 months,7.51%,A,A3,,n/a,MORTGAGE,63554.4,Not Verified,11/1/2011,Fully Paid,Major Purchase Loan,OK
25600, 36 months,14.65%,C,C3,NewOrleans.Com Media L.L.C.,6 years,MORTGAGE,60000,Verified,11/1/2011,Fully Paid,Debt Consolidation,LA
15000, 60 months,18.25%,D,D5,Kpac,10+ years,RENT,49000,Source Verified,11/1/2011,Fully Paid,Wedding Loan,CA
12000, 36 months,6.62%,A,A2,Farmers Insurance Exchange,4 years,MORTGAGE,82524,Verified,11/1/2011,Fully Paid,DEBT LOAN #1,CA
35000, 36 months,14.27%,C,C2,apa logistics,10+ years,RENT,70000,Verified,11/1/2011,Charged Off,bills,NJ
11325, 36 months,15.96%,C,C5,Wells Fargo Bank,3 years,OWN,40000,Verified,11/1/2011,Fully Paid,Credit Payoff,CA
21000, 60 months,13.49%,C,C1,Roofers Local 149,10+ years,MORTGAGE,80000,Verified,11/1/2011,Fully Paid,home sweet home,MI
2500, 36 months,6.62%,A,A2,,n/a,RENT,61200,Verified,11/1/2011,Fully Paid,Holiday loan,AZ
10625, 36 months,7.90%,A,A4,Buckeye Cable ,3 years,RENT,27900,Verified,11/1/2011,Fully Paid,Credit Card,OH
14400, 60 months,18.64%,E,E1,Simonton Windows,4 years,RENT,44000,Verified,11/1/2011,Charged Off,Debt Consolidation,CA
21250, 60 months,17.27%,D,D3,Southern California Edison,7 years,MORTGAGE,150000,Source Verified,11/1/2011,Fully Paid,Consolidation,CA
35000, 60 months,17.58%,D,D4,Capital group,10+ years,RENT,79000,Verified,11/1/2011,Charged Off,Debt Consolidation,CA
4000, 36 months,17.27%,D,D3,"Old Dominion Freight Lines, Inc.",4 years,RENT,43200,Not Verified,11/1/2011,Charged Off,get organized,MO
3000, 36 months,12.42%,B,B4,disney,10+ years,RENT,61200,Verified,11/1/2011,Fully Paid,auto/medical,CA
4800, 36 months,12.42%,B,B4,marymount school,5 years,RENT,42000,Not Verified,11/1/2011,Fully Paid,my loan,NY
12000, 60 months,9.91%,B,B1,Elliott  Electric  Service ,10+ years,MORTGAGE,50000,Not Verified,11/1/2011,Fully Paid,consolidation ,VA
12000, 60 months,17.27%,D,D3,chelsea senior living ,3 years,RENT,70000,Source Verified,11/1/2011,Charged Off,honesty,PA
6000, 36 months,7.90%,A,A4,Siemens Energy Inc,4 years,MORTGAGE,81360,Verified,11/1/2011,Fully Paid,Credit Card Consolidation Loan,FL
6000, 36 months,12.69%,B,B5,The Hillman Group,1 year,RENT,44000,Not Verified,11/1/2011,Fully Paid,Get rid of that credit card,OH
14000, 36 months,12.42%,B,B4,Bandwidth.com,2 years,MORTGAGE,210000,Not Verified,11/1/2011,Fully Paid,Personal Loan,NC
22125, 60 months,13.49%,C,C1,WVU Foundation,1 year,MORTGAGE,50000,Verified,11/1/2011,Charged Off,ReFi,WV
24000, 60 months,12.69%,B,B5,Aero Specialties Mfg. Corp,10+ years,MORTGAGE,85000,Verified,11/1/2011,Charged Off,Lending club Loan,NY
12000, 36 months,10.65%,B,B2,Horizon Group USA ,< 1 year,RENT,70000,Source Verified,11/1/2011,Fully Paid,Cc consolidation,NY
9450, 36 months,6.62%,A,A2,University of Rochester,3 years,RENT,25000,Verified,11/1/2011,Fully Paid,Major Purchase,NY
8000, 36 months,6.03%,A,A1,Corporate Air,10+ years,MORTGAGE,50000,Verified,11/1/2011,Fully Paid,Roof Disaster,UT
5600, 36 months,15.96%,C,C5,Loyola Marymount University,10+ years,MORTGAGE,75000,Source Verified,11/1/2011,Fully Paid,Debt Consolidation,CA
30000, 36 months,7.90%,A,A4,Fifth THird Securities,9 years,MORTGAGE,155000,Verified,11/1/2011,Fully Paid,Pool,FL
23200, 60 months,20.89%,F,F1,US Coast Guard,10+ years,MORTGAGE,125000,Source Verified,11/1/2011,Fully Paid,Debt consolidation,AK
9300, 60 months,14.65%,C,C3,plan b club,< 1 year,RENT,30000,Source Verified,11/1/2011,Charged Off,travel,CA
15000, 60 months,14.27%,C,C2,J.P. Morgan Chase,< 1 year,OWN,45000,Source Verified,11/1/2011,Fully Paid,Personal Loan,CA
6075, 36 months,11.71%,B,B3,N/A,< 1 year,RENT,23850,Source Verified,11/1/2011,Fully Paid,doing me,TX
4000, 36 months,14.27%,C,C2,coral springs transportation,6 years,MORTGAGE,50000,Not Verified,11/1/2011,Fully Paid,freedom,FL
4350, 36 months,15.27%,C,C4,South Bay Auto Auction,1 year,RENT,90000,Not Verified,11/1/2011,Charged Off,Consolidation Loan,CA
11000, 60 months,15.96%,C,C5,Hospital for Special Surgery,2 years,OWN,55000,Source Verified,11/1/2011,Fully Paid,Small Business loan,NY
5750, 60 months,8.90%,A,A5,Los Angeles Sheriff Dept.,7 years,MORTGAGE,72000,Not Verified,11/1/2011,Fully Paid,my car loan,CA
10375, 60 months,8.90%,A,A5,Clean Harbors,8 years,MORTGAGE,50000,Not Verified,11/1/2011,Fully Paid,Creditcard Refi,VA
9000, 36 months,14.27%,C,C2,jam distributing,5 years,MORTGAGE,180000,Verified,11/1/2011,Fully Paid,arena,TX
10000, 60 months,17.27%,D,D3,Johnson Insurance ,5 years,MORTGAGE,46500,Verified,11/1/2011,Fully Paid,Debt Consolidation Loan,AZ
20000, 36 months,11.71%,B,B3,JP Morgan Chase,< 1 year,RENT,43000,Verified,11/1/2011,Charged Off,Consolidation. ,NY
16000, 60 months,12.69%,B,B5,affinity gamming llc,1 year,RENT,40000,Source Verified,11/1/2011,Fully Paid,debt consolidation,NV
10000, 36 months,8.90%,A,A5,Immanuel EV Lutheran Church,10+ years,MORTGAGE,60000,Source Verified,11/1/2011,Fully Paid,Consolidation,OR
10000, 36 months,12.69%,B,B5,AEM Corporation,n/a,MORTGAGE,98000,Verified,11/1/2011,Fully Paid,Montana,TX
12875, 36 months,12.42%,B,B4,Gallo Glass Co.,10+ years,RENT,35000,Not Verified,11/1/2011,Fully Paid,Dept. Free,CA
4000, 36 months,6.03%,A,A1,Industry Systems,< 1 year,OWN,29120,Source Verified,11/1/2011,Fully Paid,Credit Card Consolidation,OK
1000, 36 months,11.71%,B,B3,Kaiser Permanente,10+ years,RENT,54000,Not Verified,11/1/2011,Fully Paid,motorcycle,CA
3500, 36 months,13.49%,C,C1,Swiss Chalet Fine Foods,9 years,RENT,65000,Verified,11/1/2011,Fully Paid,Debt Consolidation,FL
10200, 60 months,7.90%,A,A4,network building and consulting,9 years,MORTGAGE,73171,Not Verified,11/1/2011,Fully Paid,Car Loan,MD
8875, 36 months,19.03%,E,E2,Barry University,4 years,RENT,38200,Verified,11/1/2011,Fully Paid,Kitchen Reno,FL
2300, 36 months,11.71%,B,B3,DAW INDUSTRIES,7 years,RENT,62400,Source Verified,11/1/2011,Fully Paid,PAY OFF REVOLVING DEBT AND PARENTS,CA
6850, 36 months,10.65%,B,B2,U.S. department of Justice,3 years,RENT,53000,Verified,11/1/2011,Charged Off,CC refinance,CA
6000, 36 months,7.90%,A,A4,PNC Bank,6 years,MORTGAGE,47500,Not Verified,11/1/2011,Fully Paid,Credit Card consolidation,PA
12300, 36 months,6.62%,A,A2,Sterling McCall,1 year,OWN,28000,Not Verified,11/1/2011,Fully Paid,Debt consolidation,LA
14000, 60 months,18.64%,E,E1,Skechers,6 years,RENT,65000,Source Verified,11/1/2011,Fully Paid,Loan,CA
14000, 36 months,16.29%,D,D1,Texas Health Presbyterian Hospital ,7 years,OWN,85000,Verified,11/1/2011,Fully Paid,Credit Card Refinance,TX
16000, 36 months,7.90%,A,A4,Morgan Stanley,3 years,RENT,125000,Source Verified,11/1/2011,Fully Paid,"	debt_consolidation",NY
6000, 36 months,15.27%,C,C4,workman oil,10+ years,MORTGAGE,35900,Source Verified,11/1/2011,Fully Paid,small_business Loan,VA
6300, 36 months,11.71%,B,B3,US Army,10+ years,MORTGAGE,65000,Verified,11/1/2011,Fully Paid,Consolidate,TX
35000, 60 months,14.27%,C,C2,,5 years,MORTGAGE,272000,Verified,11/1/2011,Fully Paid,debt_consolidation,CT
6200, 36 months,6.03%,A,A1,"Buckman-Mitchell, Inc.",7 years,MORTGAGE,62000,Not Verified,11/1/2011,Fully Paid,credit_card Loan,CA
7200, 36 months,8.90%,A,A5,Epsilon,< 1 year,MORTGAGE,65000,Verified,11/1/2011,Fully Paid,Operation Debt Management,TX
4600, 36 months,11.71%,B,B3,Business Computer Solutions,< 1 year,RENT,33000,Source Verified,11/1/2011,Fully Paid,Credit Card Consolidation,TX
10625, 36 months,6.03%,A,A1,RAMJI LAW FIRM,2 years,RENT,24000,Source Verified,11/1/2011,Fully Paid,CONSOLODATION,TX
1800, 36 months,11.71%,B,B3,CITY OF RYE PUBLIC WORKS,6 years,MORTGAGE,62000,Not Verified,11/1/2011,Fully Paid,home_improvement Loan,NY
15000, 60 months,14.27%,C,C2,Pioneer Power INC.,10+ years,MORTGAGE,81012,Not Verified,11/1/2011,Fully Paid,Debt Consolidation,MN
18550, 60 months,19.42%,E,E3,Illinois Central School Bus,< 1 year,MORTGAGE,138000,Verified,11/1/2011,Charged Off,debt_consolidation loan,MO
7000, 36 months,6.03%,A,A1,Newbury Park Vision Care,5 years,RENT,35000,Source Verified,11/1/2011,Fully Paid,Get out of debt!,CA
10200, 36 months,17.27%,D,D3,ATS,< 1 year,MORTGAGE,40000,Not Verified,11/1/2011,Fully Paid,Debt Conslidation,LA
16000, 60 months,12.69%,B,B5,Gallop Corp.,7 years,RENT,45000,Verified,11/1/2011,Fully Paid,Consolidation 2011,CA
2000, 36 months,11.71%,B,B3,Maroone Toyota,< 1 year,RENT,21600,Source Verified,11/1/2011,Charged Off,debt_consolidation,FL
13000, 36 months,12.42%,B,B4,,< 1 year,RENT,50000,Source Verified,11/1/2011,Fully Paid,Consolidation,KS
8000, 36 months,6.03%,A,A1,RBS Citizens,2 years,MORTGAGE,55000,Source Verified,11/1/2011,Fully Paid,Personal loan,MI
7200, 36 months,9.91%,B,B1,,2 years,RENT,38400,Not Verified,11/1/2011,Fully Paid,Cards - Refinanced,IL
35000, 60 months,11.71%,B,B3,"Waters, McPherson, McNeill",10+ years,MORTGAGE,82000,Verified,11/1/2011,Charged Off,credit_card Loan,NJ
4400, 36 months,6.62%,A,A2,,n/a,OWN,49000,Not Verified,11/1/2011,Fully Paid,c cards,NJ
24000, 36 months,8.90%,A,A5,Donor Network of Arizona,8 years,MORTGAGE,200000,Source Verified,11/1/2011,Fully Paid,AT&T,AZ
31825, 60 months,21.67%,F,F3,The Matloff Company,3 years,RENT,67000,Verified,11/1/2011,Fully Paid,Steady Income & Job: Debt Payoff,CA
14000, 36 months,14.27%,C,C2,Mullett Company,< 1 year,MORTGAGE,38400,Verified,11/1/2011,Fully Paid,credit_card Loan,OH
10000, 36 months,13.49%,C,C1,Tri-Ed Distribution,7 years,MORTGAGE,65000,Not Verified,11/1/2011,Fully Paid,Home_Improvement Loan,CT
6000, 36 months,7.51%,A,A3,New York Life Ins Co,10+ years,MORTGAGE,31000,Verified,11/1/2011,Fully Paid,Credit card,NJ
12000, 36 months,9.91%,B,B1,George Mason University,6 years,MORTGAGE,100000,Source Verified,11/1/2011,Fully Paid,Home improvement,VA
8000, 36 months,17.58%,D,D4,Right at School,< 1 year,RENT,27996,Not Verified,11/1/2011,Fully Paid,Personal,IL
25000, 60 months,16.77%,D,D2,Levin Group,4 years,MORTGAGE,52800,Verified,11/1/2011,Fully Paid,Home Repairs,MD
8000, 36 months,12.42%,B,B4,Coach Inc,5 years,RENT,95000,Verified,11/1/2011,Fully Paid,home ,NY
8000, 36 months,6.62%,A,A2,Uhaul International,6 years,MORTGAGE,38400,Source Verified,11/1/2011,Fully Paid,Major Purchase Loan,OH
35000, 60 months,21.67%,F,F3,"Orrick Herrington & Sutcliffe, LLP",6 years,RENT,250000,Source Verified,11/1/2011,Fully Paid,Big Island Land Purchase,CA
12000, 36 months,11.71%,B,B3,Tradestation Group,< 1 year,RENT,47840,Verified,11/1/2011,Fully Paid,ConsolidateCCs,FL
14000, 36 months,6.03%,A,A1,Air Force,10+ years,RENT,60000,Source Verified,11/1/2011,Fully Paid,Home Improvement,VA
27525, 60 months,22.06%,F,F4,US Army,10+ years,RENT,70476,Verified,11/1/2011,Fully Paid,debt_consolidation loan,TX
4400, 36 months,16.29%,D,D1,nycb,9 years,MORTGAGE,82000,Not Verified,11/1/2011,Fully Paid,credit_card Loan,NY
8000, 36 months,7.51%,A,A3,GM Financial,< 1 year,MORTGAGE,60000,Not Verified,11/1/2011,Fully Paid,Home_Improvement Loan,TX
30000, 60 months,11.71%,B,B3,Ear Nose Throat Associates,6 years,MORTGAGE,150000,Verified,11/1/2011,Fully Paid,Home Repairs,OR
30000, 60 months,14.27%,C,C2,Wahluke School,10+ years,MORTGAGE,60000,Verified,11/1/2011,Fully Paid,debt_consolidation loan,WA
14000, 36 months,6.03%,A,A1,"Viasat, Inc.",3 years,MORTGAGE,115000,Not Verified,11/1/2011,Fully Paid,Loan to buy antique to sell,MD
10000, 36 months,7.90%,A,A4,University of Maryland,10+ years,MORTGAGE,180000,Verified,11/1/2011,Fully Paid,Renaissance cabinet,MD
4900, 36 months,11.71%,B,B3,Phelps memorial hospital,10+ years,RENT,30000,Source Verified,11/1/2011,Fully Paid,Consolidificacion,NY
14000, 60 months,20.30%,E,E5,Miami Dade Transit,7 years,MORTGAGE,47000,Source Verified,11/1/2011,Fully Paid,Other,FL
4500, 36 months,6.62%,A,A2,Xerox,10+ years,MORTGAGE,31164,Source Verified,11/1/2011,Fully Paid,Twilight Zone Pinball Machine,VA
15000, 36 months,7.90%,A,A4,Texas Instruments,10+ years,MORTGAGE,126000,Verified,11/1/2011,Fully Paid,Consolidation Loan,TX
22800, 60 months,22.06%,F,F4,Ensign Group,< 1 year,MORTGAGE,53000,Verified,11/1/2011,Fully Paid,Youth Indoor Soccer Fun ,CA
12000, 36 months,11.71%,B,B3,,2 years,MORTGAGE,72000,Verified,11/1/2011,Charged Off,credit card consolidate,CA
20000, 60 months,19.42%,E,E3,,n/a,RENT,90000,Verified,11/1/2011,Fully Paid,debt,OR
25500, 60 months,14.65%,C,C3,Direct group,6 years,MORTGAGE,70000,Source Verified,11/1/2011,Charged Off,BIZ,NJ
12000, 36 months,8.90%,A,A5,,n/a,RENT,39600,Verified,11/1/2011,Fully Paid,Medical,WA
14000, 36 months,12.69%,B,B5,Charles Schwab & Co. Inc.,4 years,RENT,75000,Verified,11/1/2011,Fully Paid,Debt Consolidation and Major Purchase,CA
35000, 60 months,22.06%,F,F4,OfficeXpress,7 years,RENT,185000,Source Verified,11/1/2011,Charged Off,small_business Loan,CA
17750, 60 months,20.30%,E,E5,Universal Forest Products,6 years,MORTGAGE,90000,Source Verified,11/1/2011,Charged Off,debt_consolidation loan,GA
2400, 36 months,11.71%,B,B3,AHRC NYC Francis of Paola Early Learning,< 1 year,RENT,24500,Source Verified,11/1/2011,Fully Paid,Paying off dental bill,NY
35000, 60 months,22.06%,F,F4,"Audit-Tel, Inc.",10+ years,MORTGAGE,95800,Verified,11/1/2011,Fully Paid,CC Payoff,OH
14000, 36 months,6.03%,A,A1,Walmart,4 years,MORTGAGE,92000,Verified,11/1/2011,Fully Paid,credit_card Loan,NC
8000, 36 months,14.27%,C,C2,Mars Snackfood North America,10+ years,MORTGAGE,97000,Not Verified,11/1/2011,Fully Paid,Credit card refinance,IL
6000, 36 months,9.91%,B,B1,US Army,5 years,RENT,31200,Source Verified,11/1/2011,Fully Paid,Car Repairs,FL
4400, 36 months,11.71%,B,B3,Forsyth Mechanical,5 years,RENT,37440,Not Verified,11/1/2011,Fully Paid,Vehicle Maintance,NC
15000, 60 months,15.96%,C,C5,Travelers Insurance Co.,4 years,RENT,45500,Source Verified,11/1/2011,Charged Off,Deb Consolidation,FL
2100, 36 months,9.91%,B,B1,Campbell Soup,4 years,MORTGAGE,50000,Not Verified,11/1/2011,Fully Paid,Furniture,TX
18550, 60 months,17.27%,D,D3,L.D.,4 years,MORTGAGE,54000,Verified,11/1/2011,Charged Off,Business Loan,DE
6000, 36 months,6.62%,A,A2,Action Dance Academy ,2 years,RENT,37200,Not Verified,11/1/2011,Charged Off,deposit on a new dance building ,WA
6000, 36 months,12.42%,B,B4,Baker Distributing,7 years,RENT,21000,Source Verified,11/1/2011,Fully Paid,baby fund,VT
6000, 36 months,13.49%,C,C1,Frito Lay,3 years,MORTGAGE,50000,Not Verified,11/1/2011,Fully Paid,debt consolidation loan,RI
14000, 60 months,8.90%,A,A5,Galliano Marine Services,4 years,MORTGAGE,65000,Not Verified,11/1/2011,Fully Paid,debt_consolidation,LA
9500, 60 months,19.42%,E,E3,stew leonard,10+ years,RENT,50400,Source Verified,11/1/2011,Fully Paid,harvick,CT
6000, 36 months,12.42%,B,B4,Red Lobster,3 years,RENT,55000,Verified,11/1/2011,Fully Paid,Debt Consolidate,TX
4200, 36 months,7.90%,A,A4,Decatur Public Schools,3 years,RENT,35000,Not Verified,11/1/2011,Fully Paid,Paying off credit cards,IL
20000, 36 months,10.65%,B,B2,"MSolutions, Inc.",7 years,RENT,48000,Source Verified,11/1/2011,Fully Paid,debt_consolidation,CT
1000, 36 months,14.27%,C,C2,Department of Health and Human Services ,1 year,RENT,64548,Not Verified,11/1/2011,Fully Paid,My personal loan,DC
18400, 36 months,8.90%,A,A5,,10+ years,RENT,120000,Verified,11/1/2011,Fully Paid,construction loan,CA
12400, 36 months,6.62%,A,A2,BNA,10+ years,RENT,72000,Source Verified,11/1/2011,Fully Paid,Credit Card Payoff,VA
15000, 36 months,6.03%,A,A1,Fleming ton  Subaru,10+ years,MORTGAGE,66000,Source Verified,11/1/2011,Fully Paid,vacation/funeral expense,NJ
8000, 36 months,9.91%,B,B1,sony pictures,10+ years,MORTGAGE,210000,Source Verified,11/1/2011,Fully Paid,personal,NJ
2000, 36 months,6.62%,A,A2,Spokane Falls Community College,6 years,RENT,25000,Not Verified,11/1/2011,Fully Paid,Credit Card Debt Payoff,WA
10000, 36 months,12.69%,B,B5,US Postal Service,9 years,RENT,90000,Source Verified,11/1/2011,Fully Paid,Freedom,TX
16750, 60 months,14.27%,C,C2,NCDMV,7 years,RENT,33535,Source Verified,11/1/2011,Fully Paid,debt consolidation loan,NC
14000, 60 months,14.27%,C,C2,Envoy Mortgage,1 year,MORTGAGE,75000,Source Verified,11/1/2011,Fully Paid,Debt Consolidation,TX
30000, 36 months,8.90%,A,A5,,9 years,MORTGAGE,150000,Source Verified,11/1/2011,Fully Paid,Consolidating Loan,TX
10000, 36 months,7.90%,A,A4,CORDOBA MUSIC GROUP,6 years,RENT,75000,Not Verified,11/1/2011,Fully Paid,DEBT CONSOLIDATION,CA
10375, 36 months,11.71%,B,B3,carson supply,10+ years,MORTGAGE,45975.25,Verified,11/1/2011,Fully Paid,Debt Consolidation,TX
5000, 36 months,15.96%,C,C5,California Society of CPAs,1 year,RENT,56650,Source Verified,11/1/2011,Fully Paid,debt_consolidation,CA
9200, 36 months,6.03%,A,A1,"Nelnet, Inc.",7 years,MORTGAGE,100000,Not Verified,11/1/2011,Fully Paid,Debt Consolidation,CO
34000, 60 months,14.27%,C,C2,BCS Systems Inc,< 1 year,MORTGAGE,145000,Source Verified,11/1/2011,Fully Paid,Debt Consolidation,TX
35000, 60 months,12.42%,B,B4,CIGNA HealthCare,9 years,RENT,80000,Verified,11/1/2011,Fully Paid,Debt Consolidation,MO
12000, 60 months,12.42%,B,B4,University of Rochester,10+ years,MORTGAGE,123000,Source Verified,11/1/2011,Charged Off,debt_consolidation,NY
5000, 36 months,9.91%,B,B1,,n/a,RENT,38000,Verified,11/1/2011,Charged Off,debt consolidation,OH
